Distributor Name,Medicine Name,State,District,City,Address,Contact Number,Verified,Additional Notes,Created Time,Updated Time
SHREEJI MEDICOS,Tocilizumab,Gujarat,,,"G-14. GROUND FLOOR.SHRIMANI PLAZAC.S.NO. 847. KALUBHA RDKALANALABHAVNAGAR,BHAVNAGAR,364001",,,,,
SHANKAR MEDICOS,Tocilizumab,Punjab,,,"1-SHANKAR PALACEDILKUSHA MARKETJALANDHAR,JALANDHAR,144001",,,,,
SWAMI MEDICAL HALL,Tocilizumab,Punjab,,,"KATRA SHER SINGH,HALL BAZARAMRITSAR(PB),AMRITSAR,143006",,,,,
S.K.MEDICAL STORE,Tocilizumab,Haryana,,,"SIKA COLONY,SONEPATSONEPAT (HYA.),SONEPAT,131001",,,,,
SETHI PHARMA,Tocilizumab,Haryana,,,"SHOP NO 19,OPPOSITE JAWAHAR PARK,NEAR KOEL COMPLEX,OPP. BUS STAND ROAD,
KAITHAL,KAITHAL,136027",,,,,
SUPER MEDICOS CE,Tocilizumab,Uttarakhand (Uttaranchal),,,"LIG 236,1ST FlrVIVEK VIHARRANIPUR MORE,JWALAPUR,249407",,,,,
SUN RAYS PHARMA (CE),Tocilizumab,Uttar Pradesh,,,"1 / 9 , MUBARAK MAHAL,FOUNTAINAGRAAGRA,AGRA,282003",,,,,
SHAKUN SALES PVT. LTD.(INST),Tocilizumab,Uttar Pradesh,,,"29-30, GOLE MARKETMAHANAGARLUCKNOW,LUCKNOW,226020",,,,,
SHAKUN SALES PVT. LTD.(TRADE),Tocilizumab,Uttar Pradesh,,,"29-30, GOLE MARKET,MAHANAGAR,LUCKNOWLUCKNOW,LUCKNOW,226020",,,,,
SHREE S. N PHARMACEUTICALS VARANASI,Tocilizumab,Uttar Pradesh,,,"K.62/18 SAPTASAGAR , MAIDAGIN ,VARANASI,VARANASI,221001",,,,,
SHREE KHUSHBOO PHARMACEUTICALS,Tocilizumab,Uttar Pradesh,,,"K 61/118 SAPTASAGARMAIDAGINVARANASI,VARANASI,221001",,,,,
SHANTI HEALTH CARE AGENCY,Tocilizumab,Uttar Pradesh,,,"B 30/48 KAC.B PLAZAMADHAV MARKETLANKA,VARANASI,VARANASI,221005",,,,,
SAIBABA DISTRIBUTORS,Tocilizumab,Gujarat,,,"OPP.BOKA COMPLEX,GANJ ROAD,DHANERADIST.BANASKANTHA,DHANERA,385310",,,,,
SADHANA MEDICO TRADERS,Tocilizumab,Chhattisgarh,,,"6,MEDICAL COMPLEX,G.E.ROAD,RAIPUR (C.G),RAIPUR,492001",,,,,
SHYAM & SONS,Tocilizumab,Chhattisgarh,,,"6,MEDICAL COMPLEXTELIPARABILASPURX,BILASPUR,495001",,,,,
SUDHA ENTERPRISES (RANCHI),Tocilizumab,Jharkhand,,,"LINE TANK ROADNR, FIRYALALRANCHI - 834 001JHARKHAND,RANCHI,834001",,,,,
SANJAY AGENCIES,Tocilizumab,Jharkhand,,,"39, SHRADHANAND ROAD,RANCHI-834001..,RANCHI,834001",,,,,
SAHA DRUG DISTRIBUTORS,Tocilizumab,Tripura,,,"MASJID ROADPO AGARTALATRIPURA (W),AGARTALA,799001",,,,,
SINHAL DISTRIBUTORS,Tocilizumab,West Bengal,,,"410, HILL CART ROAD,1ST FLR (UPSTAIRS OF JEEWAN JYOTEE)SILIGURI 734001WEST BENGAL,SILIGURI
734001,734001",,,,,
SUCCESS PHARMAA & VACCINE,Tocilizumab,Tamil Nadu,,,"NEW NO.10, (OLD NO.30),THILAGAR STREET,R.S.PURAM,COIMBATORE,COIMBATORE,641002",,,,,
SRI MEENACHI AGENCIES(MADURAI),Tocilizumab,Tamil Nadu,,,"NO.131/16, I- FLOORNORTH PERUMAL MAISTRY SREETMADURAI - 625001..,MADURAI,625001",,,,,
SIVAGAMI MEDICAL,Tocilizumab,Tamil Nadu,,,"364 WEST MAIN STREETTANJORE 613009.,TANJORE,613009",,,,,
S R & CO.,Tocilizumab,Tamil Nadu,,,"NO:60, CHUNNAMBUKARA STREETVELLORE - 632 004.,VELLORE,632004",,,,,
SENTHIL GANAPATHY AGENCIES,Tocilizumab,Tamil Nadu,,,"OLD NO:49, NEW NO:60FRONT PORTIONNAICKER NEW STREETMADURAI 1.,MADURAI,625001",,,,,
SRI KEERTHI MEDICAL AGENCIES,Tocilizumab,Andhra Pradesh,,,"D.N.18/498B K M StreetDoor No 18 498Cuddapah,Cuddapah,516001",,,,,
SRI BALAJI DRUGS,Tocilizumab,Telangana,,,"H.NO.4-6-65,DWARAKA NAGARKARIMNAGAR,KARIMNAGAR,505001",,,,,
SHESHADRI PHARMA DISTRIBUTORS,Tocilizumab,Telangana,,,"D.NO: 3-3-180/C,GROUND & FIRST FLOOR,SAWARAN STREET,KARIMNAGAR,KARIMNAGAR,505011",,,,,
SRINIVASA DRUGS,Tocilizumab,Telangana,,,"PHARMACEUTICAL DISTRIBUTOSD.NO.5-3-27,VIMAL TALKIES ROADSIRCILLAKARIMNAGAR,SIRCILLA,505301",,,,,
VARDHMAN SPECIALITIES (VJW),Tocilizumab,Andhra Pradesh,,,"D.NO-11-16-1/1, SINGARAJUVARI STREET.OPP LANE TO SKPV HINDU HIGH
SCHOOLVIJAYAWADA8666643905,VISAKHAPATNAM,520001",,,,,
SRINIVASA MEDICAL DISTRIBUTORS (KMM,Tocilizumab,Telangana,,,"10-2-111,GROUND FLOOR,SHOP NO : 3,BUS DEPOT ROAD, OPP.PAVILLION GROUNDKHAMMAM - 507
001.,KHAMMAM,507001",,,,,
STANDARD AGENCIES,Tocilizumab,Kerala,,,"I ST FLOOR ,IX/548 A1THADATHIL BUILDING, SASTHRI ROADOPP. MUNICIPAL PARKKOTTAYAM,KOTTAYAM,686001",,,,,
SANTHOSH MEDICALS,Tocilizumab,Kerala,,,"KATTUKULANGARA TOWERS,AMC XVII 873NEAR BOYS HIGH SCHOOLATTINGAL,ATTINGAL,695101",,,,,
SAPTHAGIRI PHARMA DISTRIBUTORS,Tocilizumab,Karnataka,,,"No: 76/1, 1st 2ND,3RD Floor,4th Main Road,CHAMRAJPETBANGALORE,BANGALORE,560018",,,,,
SUPRABHAT PHARMACEUTICALS,Tocilizumab,Karnataka,,,"CST NO-1028 W.NO.4,CELLAR & GROUP FLOORAKKAMAHADEVI RdBANASHANKARI COMPLEX,,BIJAPUR,586101",,,,,
SURAKSHA BIO PHARMA,Tocilizumab,Karnataka,,,"CTS NO:1697/2,1ST FLOORRAMDEV GALLI,NEAR PUBLIC CAR PARKING,BELGAUM,BELGAUM,590002",,,,,
SAMBARI ENTERPRISES,Tocilizumab,Goa,,,"""""""GAJANAN""""""OPP TO LITTLE PRIMARY SCHOOLMURIDA ROAD, FATORDAGOA,FATORDA,403602",,,,,
SRI LAKSHMI DRUG AGENCIES,Tocilizumab,Karnataka,,,"SHOP NO.1,1ST FLOORVOKKALINGA HOSTEL BUILDINGSHANKAR MUTT ROADHASSAN,HASSAN,573201",,,,,
SHIVA MEDICAL AGENCIES,Tocilizumab,Karnataka,,,"""""""PANCHARATNA, 2ND FLOOR,""OPP SAWAI GANDHARVA HALLNEW COTTON MARKETHUBLI,HUBLI,580029",,,,,
SRI VENKATESWARA AGENCIES,Tocilizumab,Karnataka,,,"PHARMACEUTICALS DISTRIBUTORS8 11 38 NEW HOUSING COLONYOPP FOREST OFFICE, K.E.B
ROAD,BIDAR.,BIDAR,585401",,,,,
SRAVANI MEDICAL & SURGICAL DISTRIBU,Tocilizumab,Telangana,,,"D.NO:6-12-61,62,GANESH BASTIHI,KOTHAGUDEM,KOTHA GUDEM,507101",,,,,
SHREEJI DISTRIBUTORS PHARMA PVT,Tocilizumab,Maharashtra,,,"C-31/32, 2ND FLOOR, ROYAL INDL ESTACO-OP SOCIETY LTD,5B,NAIGAON CROSS ROAD,WADALA W CITY
GREATER MUMBAI M CORPMUMBAI,WADALA,400031",,,,,
TIRUPATI MEDICOSE,Tocilizumab,Chhattisgarh,,,"PLOT NO.1415/84B,1417/84B AND 1416/12CHAOKHADIYA PARA (PINKI BHAWAN),TAL
RAJNANDGAON(GHUMKA(RAJNANDGAON,RAJNANDGAON(GHUMKA),491441",,,,,
TAPADIA DISTRIBUTORS (PUNE),Tocilizumab,Maharashtra,,,"SHOP NO 9 999 SADASHIV PETHNEAR BRAMHAN MANGAL KARYALAYPUNEPUNE,PUNE,411030",,,,,
TUSHAR AGENCIES (CHQ),Tocilizumab,Maharashtra,,,"1, TUSHAR PLAZANEAR MULTIPURPOSE HIGH SCHOOLNANDED 431 601X,NANDED,431601",,,,,
M/S TRIMURTI ENTERPRISES (SILLOD),Tocilizumab,Maharashtra,,,"RENUKA SADAN, JALNA ROADSILLOD DIST. AURANGABAD,SILLOD,431112",,,,,
TAPADIA DISTRIBUTORS,Tocilizumab,Maharashtra,,,"SHOP NO 9 999 (HOSP)SADASHIV PETHNEAR BRAMHAN MANGAL KARYALAYAPUNE,PUNE,411030",,,,,
TRIMURTI SALES,Tocilizumab,Maharashtra,,,"HOUSE NO. 310, PLOT NO. 52SHEET NO. 3 18, WARD NO. 41JOSHI MARKET, TOWER
CHOWKAKOLA,AKOLA,444001",,,,,
TOLLY JOY PHARMA,Tocilizumab,Gujarat,,,"FIRST FLOOR, PLOT.NO:206SECTOR 1 AOPP.HEROHONDA SHOWROOMGANDHIDHAM
(KUTCH),GANDHIDHAM,370201",,,,,
TRUST PHARMA DISTRIBUTION,Tocilizumab,Gujarat,,,"1 ST FLOOR,ASHA SHOPPING CENTER,SHRINAGAR,IDAR-383 430,IDAR,383430",,,,,
TALATI BROS,Tocilizumab,Uttar Pradesh,,,"59/32, BIRHANA ROADKANPURKANPUR,KANPUR,208001",,,,,
TIRUPATI DISTRIBUTORS,Tocilizumab,Maharashtra,,,"HOUSE NO. -378 (A) & 379 ( I) ,MITHABAI COMPLEX MUMBAI GOA ROADNEAR RASOI HOTEL,PALASPE TAL PANVEL
DIST RAIGAD,PALASPE,410221",,,,,
UNITED MEDICAL AGENCY,Tocilizumab,Chhattisgarh,,,"34, MEDICAL COMPLEXG.E. ROADRAIPURRAIPUR,RAIPUR,492002",,,,,
UNIQUE AGENCIES (CHQ),Tocilizumab,Maharashtra,,,"5TH LANE, NEAR SONYA MARUTHIMANDIRDHULE(RM)(S PATIL),DHULE,424001",,,,,
UNIQUE CORPORATION,Tocilizumab,Maharashtra,,,"OPP MEIDCINE MARKETGURJKUNJ LANE NO 4DHULE,DHULE,424001",,,,,
UMIYA PHARMA DIST.,Tocilizumab,Gujarat,,,"223, NEELKANTH COMPLEX,OPP, CIRCUIT HOUSE, STATION ROAD,DEHGAMDEHGAM,AHMEDABAD,382325",,,,,
VORA MEDICALS,Tocilizumab,Maharashtra,,,"4649, VIJAY VIHAR , NEAR RAILWAY LIPANDHARPURPANDHARPURPANDHARPUR,PANDHARPUR,413304",,,,,
VISHAL MEDICO AGENCIES (CE),Tocilizumab,Uttarakhand (Uttaranchal),,,"KHANCHAND MARKET,HALDWANI 263 139,HALDWANI,262309",,,,,
VIJAY PHARMA,Tocilizumab,Maharashtra,,,"A/101,1st Floor Devraj Premises Co_Goregaon-WestS.V.Road,Topiwala Marg,,GOREGAON WEST,400062",,,,,
AUROBINDO DRUGS (VSP),Tocilizumab,Andhra Pradesh,,,"DOOR NO. # 47-1-111/16th LaneDwarak NagarVISAKHAPATNAM,Visakhapatnam,530016",,,,,
VIJAY MEDICAL AGENCIES(BUR),Tocilizumab,Madhya Pradesh,,,"B-20, GUJRATI SAMAJ MARKETBURHANPURBURHANPURBURHANPUR (M.P.),BURHANPUR,450331",,,,,
VIJAY MEDICAL AGENCIES (BIAORA),Tocilizumab,Madhya Pradesh,,,"NEAR INDORE NAKA,BIAORABIAORABIAORA (M.P.),BIAORA 465674,465674",,,,,
VENKATESH ENTERPRISES(CHQ),Tocilizumab,Maharashtra,,,"H.NO :- 3-2-3753/1.Ground floor plus 2Shivnagar Colony Bidar Road.Taluka Udgir District Latur.,UDGIR,413517",,,,,
VIVEK MEDICAL STORES(CHQ),Tocilizumab,Maharashtra,,,"OPP STATE BANK OF INDIA, GHAMODIA CDR LANE,NANDED431 601,NANDED,431601",,,,,
VENKATESH MEDICAL STORES,Tocilizumab,Maharashtra,,,"SHOP NO. 4 , C G ROAD ,HOUSE NO. 3-7-206NANDED - 431601(M A),NANDED,431601",,,,,
VENKATESH DISTRIBUTORS(PARBHANI),Tocilizumab,Maharashtra,,,"1ST FLOOR, SUYOG HOSPITAL,NEW MONDA ROAD,PARBHANI 431 401,PARBHANI,431401",,,,,
VARADHI PHARMA AGENCY,Tocilizumab,Maharashtra,,,"ASHOKA SHOPPING CENTRE,SHOP NO 2 3 OPP S T STANDNARAYANGAON, DIST PUNE
410504(SSS),NARAYANGAON,410504",,,,,
D VIJAY PHARMA Pvt. LTD(CHQ),Tocilizumab,Maharashtra,,,"Basement, Part :-B, Ground Floor,1st To 6th Floor, D. Vijay House,Sr. No 645/A/21/3 & 645/A/22,Plot No 194 AND 197 Opp
NDCC BankNashik Tal :- Mahanagar Palika,,NASHIK,422001",,,,,
VASANTLAL & BROS,Tocilizumab,Maharashtra,,,"SHOP NO.18,19,20,21SANDESH DAWA BAZAR,NEAR HAJ HOUSEGANJIPETH , NAGPURX,NAGPUR,440002",,,,,
V K PARIKH AGENCIES,Tocilizumab,Gujarat,,,"7-10,SHREE TRADE CENTRE,OPP,DULIP GROUNDPORBANDAR,PORBANDAR,360575",,,,,
VIKRAM MEDICAL AGENCIES (KLP),Tocilizumab,Gujarat,,,"NAVLIWALA BUILDINGSTATION ROAD,ANANDBOOK TO V V NAGAR F 27,ANAND,388001",,,,,
"SHANKARA MEDICINES PVT.LTD.,",Tocilizumab,Tamil Nadu,,,"NO.2 & 3, KKR AVENUEPERAMBURCHENNAI.,CHENNAI,600011",,,,,
VARDHMAN SPECIALITIES,Tocilizumab,Andhra Pradesh,,,"30 11 19 2FLAT NO 101 102GROUND FLR SHREE SUBHADRA CASTLELAKSHMI STREETDABA
GARDENS,VISAKHAPATNAM,530020",,,,,
VARGHESE & COMPANY,Tocilizumab,Kerala,,,"PHARMACEUTICAL DISTRIBUTORS,16 685 1 2ABN ARCADEGREAT LANE ROADBAZAR P.O, ALUVA,ALWAYE,683101",,,,,
VIVA PHARMA,Tocilizumab,Karnataka,,,"PHARMACEUTICALS DISTRIBUTORSCTS NO 4094 1A 21 TO 6 SECOND Flr.BILGI PLAZA COLLEGE
Rd.BELGAUM,BELGAUM,590002",,,,,
VAIBHAV DRUGS DISTRIBUTORS,Tocilizumab,Karnataka,,,"CTS NO.28,29(CELLAR)OPP AMIR TALKIES,BIJAPUR,586101",,,,,
WELCOME DISTRIBUTORS,Tocilizumab,Maharashtra,,,"HOUSE NO 1727 AMIN MANZIL1ST FLOOR, BAZAR PETHCHIPLUNDIST RATNAGIRI,CHIPLUN,415605",,,,,
WATTAMWAR MED & GEN STORES (CHQ),Tocilizumab,Maharashtra,,,"NARAYAN CHAWL CORNERPARBHANI431401,PARBHANI,431401",,,,,
ROYAL AGENCY,Tocilizumab,Gujarat,,,"B-2, MUNICIPAL SHOPPING CENTRE,MAYFAIR ROAD, ANAND388 001,ANAND,388001",,,,,
YERA MEDICAL AGENCY,Tocilizumab,Gujarat,,,"PLOT NO-294, BASEMENT B-1,""""""ABHINANDAN APPARTMENT""""""OPP, CHURCH, SECTOR
23GANDHINAGAR,GANDHINAGAR,382023",,,,,
ZEE PHARMA(UJN),Tocilizumab,Madhya Pradesh,,,"SHOP NO. 5-9, DAWA BAZAR,87, UNIVERSITY ROAD,UJJAINUJJAIN (M.P.),UJJAIN,456010",,,,,
OM SHAKTHI MEDI CENTRE,Tocilizumab,Tamil Nadu,,,"OM SHAKTHI TOWERS,104&107ANNASALAI(NEAR LIC BUILDING)CHENNAI 600002.,CHENNAI,600002",,,,,
PALAK MEDICAL AGENCY,Tocilizumab,Gujarat,,,"1, SHREE SAI COMPLEX,NEAR MADHWANI CLASSES,B/H. SANSTHA VASAHAT,RAOPURA,
BARODA,BARODA,390001",,,,,
BIO PHARMA,Tocilizumab,Kerala,,,"XV111/1216/376-BUthram Chembers,ThamarakulamKERALA,KOLLAM,691001",,,,,
R.K.PHARMA DISTRIBUTORS,Tocilizumab,Tamil Nadu,,,"NEW NO 825 (439/6)2ND FLOOR, PORTION 1E.V.R SALARPOONAMALLE HIGH
ROADARUMBAKKAM,AMINIJIKARAI,600106",,,,,
SHREE BALAJI PHARMACEUTICALS,Tocilizumab,Bihar,,,"COLLEGIATE SCHOOL ROADJAGIR MOHALLABEGUSARAIBIHAR,BEGUSARAI,851101",,,,,
HUMA PHARMA& SURGICALS(CHQ),Tocilizumab,Maharashtra,,,"104 , SOUTH SADAR BAZARSOLAPURSOLAPUR,SOLAPUR,413003",,,,,
SHREE MAHANKALI MEDICAL AGENCIES,Tocilizumab,Maharashtra,,,"1017/1018 DASRAM / RAGHUVADAN APTGAON BHAGSANGLISANGLI,SANGLI,416416",,,,,
JINDUTT MEDICAL AGENCIES,Tocilizumab,Chhattisgarh,,,"SANICHARI BAZARDURGDURGDURG,DURG,491001",,,,,
KAMAL PHARMACEUTICALS,Tocilizumab,Jharkhand,,,"1ST FLOOR SHREJI ARCHADEPS SAKCHISAKCHIPANNAR RD,JAMSHEDPUR,831001",,,,,
VIPUL PHARMA,Tocilizumab,Maharashtra,,,"HOUSE NO 112, WARD NO 28,SUVIDHA DIAGNOSTIC CENTER,DR,HEDGEWAR MARG, BUS STAND RD .PARBHANI
(M.S 431401 ),PARBHANI,431401",,,,,
WARAD DISTRIBUTORS,Tocilizumab,Maharashtra,,,"SHOP NO 2, FIRST FLOOR,KHANDOBA GALLI , LATURWARAD HOSPITAL BUILDINGHOUSE NO.R 4 102 1
A,LATUR,413512",,,,,
MITTAL MEDICOS,Tocilizumab,Punjab,,,"WHOLESALE CHEMISTS & DRUGGISTSOPP. CIVIL HOSPITALMOGA,MOGA,142001",,,,,
TARA MEDICOS PVT LTD.,Tocilizumab,Rajasthan,,,"A-07, GROUND FLOORBAIS GODOWN INDUSTRIAL AREAJAIPUR,JAIPUR,302006",,,,,
POPULAR MEDICAL AGENCIES ( GONDA ),Tocilizumab,Uttar Pradesh,,,"LALA TIRKHA RAM MARG,RANI BAZARBARGAONGONDA,GONDA,271002",,,,,
MAHESH AGENCIES,Tocilizumab,Maharashtra,,,"SHOP NO. 4, WING NO. 35,MEDI TRADE CENTRETELANGPURA,WARDHA,442401",,,,,
CHOUDHARY PHARMA,Tocilizumab,Bihar,,,"BARA BAZARLALBAGHDARBHANGA,DARBHANGA,846004",,,,,
SUMAN PHARMA,Tocilizumab,Bihar,,,"FATEHPURSRI DURGA MANDIR ROADSIWAN,SIWAN,841226",,,,,
GAYATHRI MEDICAL AGENCIES (KMNR),Tocilizumab,Telangana,,,"D.NO. 1-6-27,GROUND FLOORSRINIVASA TOWERSSHASTRI ROADKARIMNAGAR,KARIMNAGAR,505001",,,,,
APEX ENTERPRISES,Tocilizumab,Jharkhand,,,"SHOP NO- 6 GROUND FLOORM R TOWER KUTCHERY RDPO PS KOTWALI RANCHIRANCHI,RANCHI,834001",,,,,
SHREEJI DISTRIBUTORS (PHARMA),Tocilizumab,Maharashtra,,,"CHS LTD, 5BROYAL INDUSTRIAL ESTATEC-31/32NAIGAON CROSS ROAD, WADALA (W),MUMBAI,400031",,,,,
BERLIA DISTRIBUTORS,Tocilizumab,Assam,,,"TINSUKIAD M LOHIA ROADTINSUKIATINSUKIA,ASSAM,786125",,,,,
SUGANCHAND MEDICAL STORE Agncy Dep,Tocilizumab,Maharashtra,,,"SANDESH DAWA BAZAR, NEAR HAJ HOUSEBLOCK NO. 46,47 & 147,GROUND & 1ST FLOOR,NAGPUR,440002",,,,,
JAI MEDICAL AGENCIES,Tocilizumab,Chhattisgarh,,,"G.E.ROADSHOP NO.15 OLD MEDICAL COMPLEX,RAIPUR,492001",,,,,
DRUG HOME,Tocilizumab,Bihar,,,"MANGAL SAHU CHOWKMAIN MARKET,DALSINGSARAI,848114",,,,,
THARAI MEDICAL AGENCY,Tocilizumab,Tamil Nadu,,,"BRINDAVAN ROAD,NEW BUS STAND11-1, SANTHAM STREET7TH CROSS, FAIRLANDS,,SALEM,636004",,,,,
SRI SELVAGANESH MEDICALS AGENCIES,Tocilizumab,Tamil Nadu,,,"KALIMUTHU PILLAI LANE,DOOR NO.75, GROUND FLOOR,1ST Flr.. 2ND Flr..,DINDIGUL,624001",,,,,
SHAH DISTRIBUTORS,Tocilizumab,Bihar,,,"LINE BAZARSHIV MANDIR Rd,PURNIA,854301",,,,,
SRI VAARI PHARMA,Tocilizumab,Tamil Nadu,,,"POLLACHI79 12 RAJA MILL ROADPOLLACHI,POLLACHI,642001",,,,,
RAMA PHARMA,Tocilizumab,Jharkhand,,,"HAZARIBAGHRAMAYAN COMPLEXTOWER RD,HAZARIBAGH,825301",,,,,
PUNJAB SURGICAL & MEDICINE CENTRE,Tocilizumab,Punjab,,,"PATIALA12 to 13 and 16 to17G T B MARKET T B HOSPITAL Rd,PATIALA,147001",,,,,
JAI MEDICAL & GENERAL AGENCY PANNA,Tocilizumab,Madhya Pradesh,,,"PANNAHOSPITAL ROADPANNA,PANNA,488001",,,,,
BALAJI MEDICOS,Tocilizumab,Madhya Pradesh,,,"MANASARAMPURA ROADMANASA,NEEMUCH,458110",,,,,
ROHIT ENTERPRISES,Tocilizumab,Maharashtra,,,"Opp Bharat Natya Mandir,Ground floor, 1312, Shop-1,Antarang Apartments,Sadashiv Peth,,Pune,411030",,,,,
SUKHKARTA DISTRIBUTORS,Tocilizumab,Maharashtra,,,"Near S T Bus Stand,2233 28 Shivseva Mandal Complex,Shirur (Ghodnadi),,Shirur,412210",,,,,
M M PHARMA,Tocilizumab,Maharashtra,,,"shop no 3 & 4Shop no. 3 B, PRESTIGE CLASSIC,MUMBAI PUNE ROAD,CHINCHWAD STATION,Pune,411019",,,,,
MS GANDHI MEDICO,Tocilizumab,Maharashtra,,,"DHANARAJ COMPLEX,HOUSE NO. 312,313,314, WARD NO.3MANCHAR,,Manchar,410503",,,,,
AALAP MEDICAL AGENCY,Tocilizumab,Gujarat,,,"108, AALAP -A COMPLEX,108, AALAP -A COMPLEX,LIMBDA CHOWK,RAJKOT,RAJKOT,360001",,,,,
RAJ MEDICOS,Tocilizumab,Maharashtra,,,"SHRI AGRASEN CHOWKKHAMGAONKHAMGAON,KHAMGAON,444303",,,,,
MILI DRUG AGENCY,Tocilizumab,West Bengal,,,"H.NO.160/1/346, W/NO.VIMAHANANDAPARASILIGURI,SILIGURI,734001",,,,,
SOUTHEND PHARMA Pvt. LIMITED,Tocilizumab,West Bengal,,,"P-58/A, CIT ROADGR FLOOR, SCHEME VI MP.S. PHOOL BAGAN,KOLKATA,700054",,,,,
KING ENTERPRISE,Tocilizumab,West Bengal,,,"KOLKATA-7000392ND FLOOR5 NO KUSTIA ROAD,KOLKATA,700039",,,,,
R.P.GUPTA & CO,Tocilizumab,West Bengal,,,"62, LAKE AVENUE1ST FLR,KOLKATA,700026",,,,,
ALOK MEDICAL AGENCIES (JPR),Tocilizumab,Rajasthan,,,"BASEMENT, D-50JHAKESHWAR MARG, BANIPARKBANI PARK,JAIPUR,302016",,,,,
NIRAMAY DISTRIBUTORS PVT LTD,Tocilizumab,West Bengal,,,"5 KUSTIA ROADSECOND THIRD & FOURTH FLOORP.S TILJALAWARD NO 66,KOLKATA,700039",,,,,
VISHWA PHARMA DISTRIBUTORS,Tocilizumab,Maharashtra,,,"SHOP NO 4 SANMITRA BHAVAN, SURVEY NO 1255A P BHORHOUSE NO 434 AMRAI ALITAL BHOR,BHOR,412206",,,,,
M/S KHANDESH MEDICAL AGENCIES,Tocilizumab,Maharashtra,,,"KESAR - SANE GURUJI COLONYDONDICHA,DONDICHA,425408",,,,,
RAJA ENTERPRISES,Tocilizumab,Maharashtra,,,"3138 JAMNALAL BAJAJ ROAD,DHULE,424001",,,,,
MEHER DISTRIBUTORS Pvt. LTD (APOLLO,Tocilizumab,Maharashtra,,,"124/VICTORIA ROAD( NASHIK APOLLO )MUSTAFA BAZARBYCULLA (EAST),MUMBAI,400010",,,,,
SRI KRISHNA DISTRIBUTORS,Tocilizumab,Karnataka,,,"A NO 1861/A/847 &1861/A/846, WARD NO.17MG ROAD, 2ND CROSS,KR EXTENSIONKRISHNA ARCADE, CELLER
FLOOR,TUMKUR,572101",,,,,
SRI KATAKAM AGENCIES,Tocilizumab,Telangana,,,"D.NO 12-2-176PINNAVARI STREET,WARANGAL,506002",,,,,
BIOREX PHARMA DISTRIBUTORS,Tocilizumab,Kerala,,,"9/556 A4,First FloorFalcon Tower,opp old Cini Theater,Maradu P.O,Kundannoor,Ernakulam,,ERNAKULAM,682304",,,,,
ANIL AGENCIES,Tocilizumab,Maharashtra,,,"FLAT NO. 3,DATTA CHOWKASHWAMEGH COMPLEX,YAVATMAL,445001",,,,,
Disha Pharma,Tocilizumab,Madhya Pradesh,,,"G-8, F-35, Vardhman City PlazaDawa Bazar, Hamidiya Road,,BHOPAL,462001",,,,,
VICTORY MEDICAL STORES (WHOLESALE),Tocilizumab,Kerala,,,"KPI 578,703,704,705KottarakaraKizhakkekara,Kollam,695106",,,,,
ALFA AGENCIES,Tocilizumab,Kerala,,,"18/11543-A7,Gr Floor,Opp Raqmnath HospMeyon BuildingJail Road,Calicut,673004",,,,,
SUNNY PHARMA,Tocilizumab,Maharashtra,,,"G-1, PLOT NO 14 CTS 529/A17OPP MAULI BLOOD BANKBEHIND PENDHARKAR HOSPITAL,SATARA,415004",,,,,
M/S SAINATH AGENCIES,Tocilizumab,Maharashtra,,,"SHOP NO F1,F2,F3, FIRST FLOOR,NEAR GILMANDI ROADNEAR AUSHADHI BHUVAN,,AURNGABAD,431001",,,,,
MS VENKATESH MEDICALS (BEED),Tocilizumab,Maharashtra,,,"HOUSE NO 2-11-296, UNDER GROUND & UD. P. ROADBEHIND VAIDNATH BANK ,,BEED,431122",,,,,
M K DISTRIBUTORS,Tocilizumab,Rajasthan,,,"LOKHANDWALA KUAN, DAWA BAZAR17, SHREEJI MANSION,ALWAR,301001",,,,,
VACCINE HUB,Tocilizumab,Madhya Pradesh,,,"116, FIRST FLOOR, PRESIDENT TOWER,MADHU MILAN SQUARE,INDORE,452001",,,,,
M/S TIRUPATI AGENCIES,Tocilizumab,Maharashtra,,,"C/O SHRI SAMARTH HOSPITAL, 1ST FLOOOMERGA,,OMERGA,413606",,,,,
MAHAVIR PHARMA DISTRIBUTORS,Tocilizumab,Maharashtra,,,"82, 83, PATEL NAGAR, SATANA NAKASOYGAON,MALEGAON,423203",,,,,
MAKVIS,Tocilizumab,Maharashtra,,,"SHOP NO. 10, 11, 43, 44APEEJAY COMMERCIAL COMPLEX,SECTOR NO. 17, PLOT NO. 87,VASHI,VASHI,400703",,,,,
BHAGWAN MEDICAL STORE,Tocilizumab,Rajasthan,,,"SUREKHA BHAWAN,STATION ROADSIKAR,sikar,332001",,,,,
KRISHNA AGENCIES,Tocilizumab,Chhattisgarh,,,"Ramadhin Marg,Bharkapara,,Rajnandgaon,491441",,,,,
JAIPRAKASH MEDICAL AND GENERAL,Tocilizumab,Maharashtra,,,"D.J ARKED , 1st FLOOR ,NEAR AMRUT CINEMA,,NANDURBAR,425412",,,,,
SANTRAM MEDICAL AGENCY,Tocilizumab,Gujarat,,,"R/02/121, SHIYAPURA, RAOPURA,VADODARA,390001",,,,,
SAIKRUPA MEDICAL AGENCIES,Tocilizumab,Maharashtra,,,"SHOP NO. 14, GROUND FLOOR,MAHAVIR PLAZA DAWABAZAR, RALLIES PLOTAMRAVATI,AMRAVATI,444601",,,,,
